file_path,backtest,contrib,data,model,rl,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\rl\data\base.py,1.4921401739120483,7.189505577087402,72.2445297241211,7.867748260498047,82.06293487548828,4.301942348480225,7.041229248046875,13.48040771484375,8.213231086730957,rl,82.06293487548828
qlib\qlib\rl\trainer\callbacks.py,11.050592422485352,19.673263549804688,62.763389587402344,107.07233428955078,74.85021209716797,16.329174041748047,75.05126190185547,23.03144645690918,45.53518295288086,model,107.07233428955078
qlib\qlib\rl\aux_info.py,9.7210693359375,4.423840045928955,1.0,2.0012736320495605,82.67732238769531,4.983425617218018,1.00127375125885,4.663630962371826,7.803747177124023,rl,82.67732238769531
qlib\qlib\data\dataset\processor.py,8.926379203796387,11.656408309936523,76.74750518798828,31.597946166992188,7.972739219665527,20.074918746948242,23.54118537902832,26.118715286254883,25.187984466552734,data,76.74750518798828
qlib\qlib\contrib\model\pytorch_gru_ts.py,11.365224838256836,70.2559814453125,83.76808166503906,117.31015014648438,90.20438385009766,27.656627655029297,73.62699890136719,84.40662384033203,40.443355560302734,model,117.31015014648438
qlib\examples\benchmarks\TFT\data_formatters\base.py,15.838139533996582,13.535420417785645,81.92018127441406,23.082754135131836,4.989213466644287,12.94046688079834,14.434049606323242,16.465576171875,24.94085693359375,data,81.92018127441406
qlib\qlib\rl\data\__init__.py,0.06451363861560822,4.6528778076171875,58.698143005371094,2.398397922515869,84.41706085205078,2.398397922515869,4.999049186706543,7.318042755126953,3.730980396270752,rl,84.41706085205078
qlib\qlib\contrib\model\pytorch_gru.py,10.206892967224121,68.43485260009766,79.21255493164062,118.0157470703125,37.2879753112793,27.46653938293457,79.67750549316406,80.43402099609375,42.30709457397461,model,118.0157470703125
qlib\examples\data_demo\data_cache_demo.py,8.580479621887207,21.24310302734375,82.53728485107422,21.790386199951172,6.155564785003662,12.674675941467285,17.317169189453125,22.587238311767578,113.04667663574219,workflow,113.04667663574219
qlib\examples\benchmarks\TFT\tft.py,20.612079620361328,29.959941864013672,97.39888000488281,126.51355743408203,10.981135368347168,30.427528381347656,85.37850952148438,90.53739166259766,52.079166412353516,model,126.51355743408203
qlib\qlib\data\dataset\storage.py,2.7580039501190186,8.172379493713379,71.12366485595703,27.124765396118164,3.164271116256714,15.821107864379883,9.728858947753906,15.885882377624512,13.89332389831543,data,71.12366485595703
qlib\qlib\contrib\data\utils\sepdf.py,7.404332637786865,62.83375930786133,62.63895797729492,14.790349006652832,5.262239456176758,19.209840774536133,13.096672058105469,82.34595489501953,12.453088760375977,utils,82.34595489501953
qlib\qlib\rl\contrib\utils.py,4.68234395980835,66.33572387695312,69.651123046875,7.042725563049316,87.51671600341797,6.0852813720703125,9.758837699890137,92.5102767944336,9.027935028076172,utils,92.5102767944336
qlib\examples\hyperparameter\LightGBM\hyperparameter_360.py,6.500813961029053,81.84896850585938,89.91802978515625,110.134521484375,12.45315933227539,13.175871849060059,16.40482521057129,21.65709114074707,24.158937454223633,model,110.134521484375
qlib\qlib\backtest\backtest.py,116.51824951171875,11.64497184753418,62.37208557128906,11.775349617004395,7.890114784240723,141.436279296875,11.10054874420166,15.656994819641113,33.97672653198242,strategy,141.436279296875
qlib\qlib\rl\trainer\__init__.py,97.91883087158203,7.881863117218018,0.06385060399770737,2.2998743057250977,86.28699493408203,4.987253665924072,1.0012942552566528,6.342533588409424,10.215407371520996,backtest,97.91883087158203
qlib\qlib\data\_libs\__init__.py,0.06451363861560822,2.3989720344543457,58.698143005371094,2.3989720344543457,1.0018759965896606,2.3989720344543457,4.9996232986450195,5.064136981964111,3.7315545082092285,data,58.698143005371094
qlib\qlib\utils\mod.py,6.891805648803711,16.433937072753906,20.474687576293945,51.20207214355469,49.96168899536133,13.215991973876953,12.485197067260742,114.96774291992188,11.369743347167969,utils,114.96774291992188
qlib\qlib\backtest\signal.py,105.37750244140625,12.001724243164062,63.64787292480469,92.997802734375,5.351477146148682,19.023258209228516,26.951852798461914,15.713138580322266,16.85202980041504,backtest,105.37750244140625
qlib\examples\benchmarks\TFT\data_formatters\qlib_Alpha158.py,18.027517318725586,22.635435104370117,93.83560943603516,99.99069213867188,14.37865161895752,23.58774757385254,51.01648712158203,102.90320587158203,32.71671676635742,utils,102.90320587158203
qlib\qlib\rl\contrib\__init__.py,0.06451363861560822,63.99940490722656,0.06451363861560822,1.0658154487609863,84.41706085205078,1.0658154487609863,1.001301884651184,5.05398416519165,1.0658154487609863,rl,84.41706085205078
qlib\scripts\data_collector\index.py,11.548747062683105,16.553178787231445,92.2852554321289,33.477569580078125,11.214463233947754,19.244007110595703,14.760554313659668,25.434188842773438,21.458148956298828,data,92.2852554321289
qlib\examples\orderbook_data\create_dataset.py,15.281408309936523,19.349037170410156,113.3640365600586,42.4630126953125,37.428165435791016,20.464521408081055,30.71683692932129,38.13777160644531,29.58827781677246,data,113.3640365600586
qlib\qlib\data\storage\file_storage.py,13.68777847290039,30.41463851928711,98.09404754638672,47.57270050048828,29.850730895996094,23.075090408325195,27.855430603027344,34.85835266113281,28.37897300720215,data,98.09404754638672
