file_path,backtest,contrib,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\scripts\get_data.py,4.465599060058594,7.088911533355713,8.121816635131836,4.958858966827393,13.326986312866211,6.5234222412109375,8.95145320892334,13.233268737792969,7.790106773376465,run,13.326986312866211
qlib\qlib\rl\data\pickle_styled.py,107.68804168701172,14.644488334655762,16.660057067871094,70.69392395019531,29.324316024780273,16.23528480529785,14.558513641357422,26.443199157714844,34.691490173339844,backtest,107.68804168701172
qlib\tests\misc\test_sepdf.py,1.2500728368759155,6.045920372009277,6.449449062347412,1.5675376653671265,4.960833549499512,4.390134811401367,108.3846435546875,14.14575481414795,8.293794631958008,tests,108.3846435546875
qlib\qlib\model\riskmodel\base.py,7.023838996887207,18.091999053955078,80.53958892822266,5.055959224700928,27.229768753051758,11.794668197631836,11.94734001159668,19.16071128845215,25.154104232788086,model,80.53958892822266
qlib\tests\rl\test_finite_env.py,5.004547119140625,10.111248016357422,12.30485725402832,64.66605377197266,29.43595314025879,9.584117889404297,106.45791625976562,12.82640552520752,23.749582290649414,tests,106.45791625976562
qlib\qlib\contrib\torch.py,0.0,61.64734649658203,2.5941338539123535,1.001240611076355,4.2785491943359375,2.4274237155914307,6.254482746124268,7.223929405212402,5.2436370849609375,contrib,61.64734649658203
qlib\qlib\backtest\account.py,85.68367767333984,14.781033515930176,40.46650314331055,15.560948371887207,32.03798294067383,30.838829040527344,15.37941837310791,15.355754852294922,34.054195404052734,backtest,85.68367767333984
qlib\qlib\rl\order_execution\interpreter.py,3.8860297203063965,8.804502487182617,11.438678741455078,68.91365051269531,47.94330978393555,7.8744611740112305,9.936198234558105,20.249860763549805,18.67064666748047,rl,68.91365051269531
qlib\qlib\contrib\model\pytorch_gats.py,11.38979434967041,67.66429138183594,132.0283660888672,37.26697540283203,53.85643005371094,31.689617156982422,81.27940368652344,81.29891967773438,38.589439392089844,model,132.0283660888672
qlib\tests\model\test_general_nn.py,5.695830821990967,74.86666870117188,97.71195983886719,5.563695430755615,21.032894134521484,14.14556884765625,148.35360717773438,22.521364212036133,21.285085678100586,tests,148.35360717773438
qlib\qlib\backtest\utils.py,80.20045471191406,11.804059028625488,8.597563743591309,5.3127617835998535,56.7040901184082,16.753538131713867,15.174514770507812,82.99117279052734,15.01490592956543,utils,82.99117279052734
