file_path,dsp,filter_bank,general,mir,best_module,best_likelihood
audioflux\src\stft_algorithm.c,15.099472999572754,2.3987488746643066,5.022265434265137,35.53778076171875,mir,35.53778076171875
audioflux\src\classic\hmm.c,31.85814094543457,51.38923645019531,38.09600067138672,32.53323745727539,filter_bank,51.38923645019531
audioflux\src\dsp\hilbert_algorithm.c,79.36204528808594,1.9537936449050903,4.944738864898682,3.02091646194458,dsp,79.36204528808594
audioflux\src\vector\flux_vectorInt.c,0.0,0.8513963222503662,0.47288182377815247,17.786420822143555,mir,17.786420822143555
audioflux\src\feature\xxcc_algorithm.h,6.4701642990112305,5.014361381530762,5.419519424438477,5.963716506958008,dsp,6.4701642990112305
audioflux\src\dsp\phase_vocoder.c,76.00984191894531,0.46780723333358765,3.6899077892303467,5.7476091384887695,dsp,76.00984191894531
audioflux\include\vector\flux_complex.h,0.0,2.3289237022399902,0.3109874725341797,2.078439474105835,filter_bank,2.3289237022399902
audioflux\src\mir\_pitch_ncf.h,0.421133428812027,0.421133428812027,0.421133428812027,82.04878997802734,mir,82.04878997802734
audioflux\include\cqt_algorithm.h,4.5599212646484375,40.13010787963867,4.512164115905762,2.0823488235473633,filter_bank,40.13010787963867
audioflux\src\filterbank\cwt_filterBank.h,3.275642156600952,102.4567642211914,4.275642395019531,2.495159149169922,filter_bank,102.4567642211914
audioflux\include\ewt_algorithm.h,3.6355981826782227,2.1700518131256104,2.5838706493377686,1.1183245182037354,dsp,3.6355981826782227
audioflux\src\dsp\dct_algorithm.h,105.11595916748047,2.657585859298706,4.928725719451904,4.422039031982422,dsp,105.11595916748047
audioflux\src\cepstrogram_algorithm.c,5.387657642364502,1.6940723657608032,6.12916374206543,3.2330820560455322,general,6.12916374206543
audioflux\include\dsp\phase_vocoder.h,86.82084655761719,0.0,2.315998077392578,5.503077030181885,dsp,86.82084655761719
audioflux\src\mir\hpss_algorithm.c,2.9103446006774902,1.6204053163528442,4.108583450317383,66.40921783447266,mir,66.40921783447266
audioflux\src\dsp\filterDesign_freqz.h,82.20828247070312,65.17349243164062,3.3635458946228027,16.070737838745117,dsp,82.20828247070312
audioflux\src\feature\deconv_algorithm.c,24.946508407592773,4.533100128173828,5.877547740936279,6.027881145477295,dsp,24.946508407592773
audioflux\include\mir\_pitch_ncf.h,0.421133428812027,0.421133428812027,0.421133428812027,82.04878997802734,mir,82.04878997802734
audioflux\src\filterbank\auditory_filterBank.c,21.202341079711914,175.24925231933594,14.103636741638184,68.918212890625,filter_bank,175.24925231933594
audioflux\src\spectrogram_algorithm.c,38.7983512878418,123.99230194091797,17.900665283203125,75.71209716796875,filter_bank,123.99230194091797
audioflux\src\mir\_pitch_cep.h,15.531888008117676,0.18317148089408875,0.6095247268676758,82.2371826171875,mir,82.2371826171875
audioflux\src\util\flux_wave.c,2.5200300216674805,60.004730224609375,8.156121253967285,33.25847244262695,filter_bank,60.004730224609375
audioflux\src\util\flux_util.c,33.353023529052734,120.69328308105469,9.665850639343262,134.9742889404297,mir,134.9742889404297
audioflux\include\mir\timeStretch_algorithm.h,3.1091883182525635,1.6469359397888184,2.0578269958496094,77.47499084472656,mir,77.47499084472656
audioflux\src\classic\viterbi.h,0.0,0.0,1.327130913734436,0.0,general,1.327130913734436
audioflux\src\pwt_algorithm.c,27.230335235595703,69.36965942382812,7.795143127441406,3.3031299114227295,filter_bank,69.36965942382812
audioflux\src\dsp\flux_window.h,80.33506774902344,1.4963810443878174,2.231529474258423,3.152942180633545,dsp,80.33506774902344
audioflux\src\classic\nmf.c,19.834514617919922,1.8489301204681396,3.5460758209228516,15.366204261779785,dsp,19.834514617919922
audioflux\src\dsp\fft_algorithm.h,99.78133392333984,2.13378643989563,5.020817279815674,3.571286916732788,dsp,99.78133392333984
audioflux\src\mir\_queue.h,56.93875503540039,32.357696533203125,4.077115058898926,102.25678253173828,mir,102.25678253173828
