file_path,app,backends,bin,concurrency,contrib,events,fixups,security,utils,worker,best_module,best_likelihood
celery\t\integration\test_worker.py,90.48959350585938,21.132423400878906,53.11006546020508,108.06519317626953,73.78788757324219,7.787609577178955,69.85879516601562,12.528594970703125,20.29755210876465,109.5172348022461,worker,109.5172348022461
celery\t\smoke\signals.py,3.4809179306030273,1.1983305215835571,10.51198673248291,0.0,1.8700153827667236,4.867674827575684,1.0008533000946045,1.0008533000946045,3.198622703552246,76.67403411865234,worker,76.67403411865234
celery\celery\contrib\abortable.py,6.670229434967041,60.55055236816406,7.775641441345215,3.8518598079681396,102.41344451904297,7.263492107391357,1.00100839138031,2.718299627304077,2.099011182785034,11.640737533569336,contrib,102.41344451904297
celery\celery\bin\amqp.py,72.72340393066406,10.612363815307617,138.22462463378906,7.641543865203857,3.7642173767089844,2.353090286254883,1.0006924867630005,10.1993408203125,5.723652362823486,26.315649032592773,bin,138.22462463378906
celery\t\integration\test_canvas.py,90.81556701660156,87.76456451416016,42.43294143676758,18.98529052734375,24.508975982666016,13.335564613342285,9.518491744995117,20.26205062866211,50.94688415527344,34.282958984375,app,90.81556701660156
celery\t\integration\test_serialization.py,64.29459381103516,54.628868103027344,38.222755432128906,9.770429611206055,13.91197681427002,4.840948104858398,5.601332187652588,18.125106811523438,17.16213035583496,122.58683776855469,worker,122.58683776855469
celery\celery\app\__init__.py,77.35347747802734,7.087092399597168,56.45408248901367,10.819965362548828,8.82267951965332,8.602446556091309,3.274966239929199,5.403532981872559,12.101860046386719,14.818278312683105,app,77.35347747802734
celery\celery\canvas.py,89.1535415649414,56.839881896972656,53.40634536743164,18.04268455505371,26.749034881591797,10.748468399047852,6.618106842041016,8.966230392456055,14.303130149841309,69.00232696533203,app,89.1535415649414
celery\celery\platforms.py,79.77099609375,15.887068748474121,77.1042251586914,16.264707565307617,15.995092391967773,15.688864707946777,8.178741455078125,129.01773071289062,53.63832092285156,58.9243278503418,security,129.01773071289062
celery\celery\fixups\django.py,100.52605438232422,40.995025634765625,33.83586120605469,33.98879623413086,104.39702606201172,17.156902313232422,220.56240844726562,12.449296951293945,113.25435638427734,118.254150390625,fixups,220.56240844726562
celery\celery\app\log.py,72.3604736328125,9.52282428741455,15.840535163879395,9.15634536743164,11.49039363861084,13.649222373962402,4.1036787033081055,7.2368245124816895,13.788859367370605,78.36946868896484,worker,78.36946868896484
celery\t\unit\bin\proj\app_with_custom_cmds.py,61.82081985473633,4.17384147644043,120.85433959960938,3.724888563156128,56.805816650390625,9.222723007202148,2.900468349456787,1.0010097026824951,6.377114772796631,72.3309326171875,bin,120.85433959960938
celery\t\unit\tasks\__init__.py,5.049956321716309,3.0481209754943848,7.780068874359131,2.8750336170196533,2.7573609352111816,1.000917673110962,1.000917673110962,2.438434600830078,1.174005150794983,5.632394790649414,bin,7.780068874359131
celery\t\unit\utils\test_dispatcher.py,18.652395248413086,11.847902297973633,21.17625617980957,2.0743539333343506,6.259504318237305,8.729745864868164,2.74534273147583,2.630333185195923,106.85479736328125,4.749403476715088,utils,106.85479736328125
